file_name,has_opinion_text,opinion_word_count,has_reasoning_summary_text,reasoning_summary_word_count,has_topic_text,thinking_flag,age,children,city_of_living,current_marital_status,education_level,employment_status,gender,hobbies,migration_status,occupation,ocean.agreeableness.level,ocean.agreeableness.score,ocean.conscientiousness.level,ocean.conscientiousness.score,ocean.extraversion.level,ocean.extraversion.score,ocean.neuroticism.level,ocean.neuroticism.score,ocean.openness.level,ocean.openness.score,parents_education.parent_1,parents_education.parent_2,psychological_feature,religious_beliefs,sexual_orientation,time_onsocialmedia
20260414_213248_0a93c949_result.json,yes,343,yes,65,yes,con thinking,62,0,Rome,married,lower secondary,unemployed,woman,cinema;cooking;painting;cycling,native-born Italian,not applicable,moderate,54,low,8,high,87,low,10,moderate,36,master's degree,bachelor's degree,curious,Atheist,heterosexual,You have no social media
20260414_213249_result.json,yes,108,yes,78,yes,con thinking,80,0,Naples,married,upper secondary,retired,woman,football (calcio);gardening,immigrant,not applicable,moderate,42,moderate,42,moderate,62,high,99,high,67,primary school,master's degree,depressed,Agnostic,heterosexual,You have no social media
20260414_213250_60b87db5_result.json,yes,310,yes,95,yes,con thinking,68,1,Chicago,widowed,vocational diploma,retired,man,running;yoga;photography,native-born American,not applicable,high,100,low,22,moderate,37,low,23,low,10,upper secondary,master's degree,creative,Islam,heterosexual,You spend roughly a few times weekly on social media
20260414_213252_result.json,yes,361,yes,160,yes,con thinking,74,3,Milan,widowed,vocational diploma,self-employed,woman,classical music;reading novels;cinema,native-born Italian,fitness trainer,moderate,66,high,99,low,2,low,1,moderate,43,bachelor's degree,bachelor's degree,normal,Islam,heterosexual,You spend several hours daily on social media
20260414_213254_459239ae_result.json,yes,323,yes,86,yes,con thinking,49,2,Chicago,single,primary school,employed full-time,woman,hiking;cooking;classical music,native-born American,retail worker,high,84,high,96,high,99,low,11,low,32,primary school,upper secondary,depressed,Christianity,heterosexual,You spend a few times monthly on social media
20260414_213257_d0b1dd1d_result.json,yes,327,yes,70,yes,con thinking,89,3,Kansas City,married,primary school,retired,transgender,baking;yoga;running,native-born American,not applicable,low,31,low,20,high,84,moderate,65,low,6,master's degree,primary school,depressed,Christianity,heterosexual,You spend several hours daily on social media
20260414_213259_bd97030c_result.json,yes,296,yes,104,yes,con thinking,65,2,Naples,widowed,vocational diploma,employed part-time,woman,hiking;cooking;reading novels;running;travel,native-born Italian,fitness trainer,high,70,low,16,moderate,46,low,2,moderate,54,bachelor's degree,upper secondary,curious,Hinduism,heterosexual,You spend roughly a few times weekly on social media
20260414_213302_e60d27dd_result.json,yes,332,yes,86,yes,con thinking,65,2,Kansas City,single,master's degree,employed full-time,woman,knitting;board games;running;cinema;travel,native-born American,nurse,moderate,33,moderate,36,low,31,low,21,moderate,36,no formal education,PhD,anxious,Judaism,heterosexual,You spend roughly a few times weekly on social media
20260414_213302_result.json,yes,386,yes,219,yes,con thinking,73,1,Lecce,married,upper secondary,retired,woman,cooking;classical music,immigrant,not applicable,high,75,low,31,high,86,moderate,49,high,93,no formal education,master's degree,anxious,Christianity,bisexual,You spend several hours daily on social media
20260414_213303_result.json,yes,368,yes,136,yes,con thinking,73,4,Naples,married,vocational diploma,retired,woman,yoga;cooking;hiking;cycling,native-born Italian,not applicable,low,25,moderate,43,moderate,62,high,87,high,87,lower secondary,master's degree,anxious,Christianity,heterosexual,You spend a few times monthly on social media
20260414_213308_6611d5d3_result.json,yes,295,yes,65,yes,con thinking,41,3,New York,married,vocational diploma,employed full-time,man,running;birdwatching;cinema;football (calcio);baking,native-born American,retail worker,high,85,moderate,50,moderate,53,moderate,51,high,89,lower secondary,bachelor's degree,curious,Agnostic,asexual,You spend several hours daily on social media
20260414_213309_9b1913f5_result.json,yes,295,yes,83,yes,con thinking,81,1,Bari,married,primary school,retired,genderqueer,yoga;cycling;running,native-born Italian,not applicable,high,73,low,27,low,19,high,77,low,2,PhD,upper secondary,depressed,Atheist,heterosexual,You spend a few times monthly on social media
20260414_213311_45baaf5c_result.json,yes,261,yes,73,yes,con thinking,21,0,Milan,single,upper secondary,unemployed,woman,cycling;yoga;painting;football (calcio);cooking,native-born Italian,not applicable,high,83,moderate,61,moderate,41,moderate,45,low,24,lower secondary,PhD,curious,Atheist,heterosexual,You spend roughly a few times weekly on social media
20260414_213314_result.json,yes,421,yes,125,yes,con thinking,54,1,Rome,divorced,master's degree,employed full-time,man,reading novels;yoga,native-born Italian,school teacher,low,28,moderate,45,low,31,low,26,low,23,PhD,primary school,anxious,Judaism,bisexual,You have no social media
20260414_213315_2ed761c4_result.json,yes,312,yes,77,yes,con thinking,51,1,New York,married,primary school,employed part-time,man,volunteering;running,immigrant,barista,low,27,high,71,low,17,high,75,low,23,master's degree,upper secondary,with good mental health,Atheist,heterosexual,You spend roughly one hour daily on social media
20260414_213317_374e5084_result.json,yes,277,yes,68,yes,con thinking,63,0,Chicago,widowed,lower secondary,employed part-time,woman,hiking;baking;volunteering;painting;cinema,native-born American,delivery driver,moderate,46,high,82,high,86,moderate,48,moderate,33,vocational diploma,primary school,normal,Islam,heterosexual,You spend a few times monthly on social media
20260414_213318_result.json,yes,447,yes,230,yes,con thinking,34,0,New York,in a relationship,vocational diploma,employed part-time,woman,birdwatching;cycling;baking;running,native-born American,waiter/waitress,high,69,high,76,moderate,34,low,14,low,5,primary school,bachelor's degree,with good mental health,Christianity,heterosexual,You have no social media
20260414_213323_1b468e80_result.json,yes,301,yes,67,yes,con thinking,24,0,Kansas City,single,bachelor's degree,employed full-time,man,gardening;running,native-born American,engineer,low,3,low,31,low,31,low,21,high,100,primary school,bachelor's degree,with good mental health,Hinduism,heterosexual,You spend a few times monthly on social media
20260414_213326_9d687fd5_result.json,yes,322,yes,82,yes,con thinking,32,2,Bologna,in a relationship,vocational diploma,employed full-time,woman,birdwatching;cooking;yoga;running,native-born Italian,cleaner,high,82,moderate,63,high,85,high,76,high,68,master's degree,lower secondary,normal,Buddhism,heterosexual,You spend roughly one hour daily on social media
20260414_213327_result.json,yes,395,yes,158,yes,con thinking,59,1,Rome,married,upper secondary,unemployed,woman,cooking;board games;classical music;gardening,immigrant,not applicable,moderate,39,low,24,high,87,high,82,low,8,vocational diploma,primary school,creative,Agnostic,heterosexual,You spend roughly one hour daily on social media
20260414_213328_653d1520_result.json,yes,324,yes,80,yes,con thinking,89,1,Naples,married,upper secondary,retired,woman,classical music;photography,native-born Italian,not applicable,high,80,moderate,40,low,7,moderate,36,high,89,no formal education,master's degree,with good mental health,Christianity,homosexual,You have no social media
20260414_213331_result.json,yes,446,yes,148,yes,con thinking,33,0,Bologna,single,upper secondary,employed full-time,woman,classical music;football (calcio);gardening;baking,immigrant,retail worker,moderate,54,moderate,48,moderate,43,high,69,moderate,34,master's degree,upper secondary,depressed,Hinduism,heterosexual,You have no social media
20260414_213333_70eaa886_result.json,yes,303,yes,74,yes,con thinking,87,2,Los Angeles,married,vocational diploma,retired,transgender,cycling;cinema;gardening;yoga,native-born American,not applicable,high,88,high,92,low,8,moderate,34,high,87,master's degree,master's degree,creative,Islam,heterosexual,You spend roughly one hour daily on social media
20260414_213334_c237f2b1_result.json,yes,306,yes,61,yes,con thinking,52,1,Milan,married,bachelor's degree,self-employed,genderqueer,yoga;football (calcio);painting;travel;baking,native-born Italian,translator,moderate,54,low,7,low,5,moderate,61,low,29,master's degree,bachelor's degree,anxious,Judaism,heterosexual,You spend a few times monthly on social media
20260414_213334_result.json,yes,129,yes,106,yes,con thinking,68,2,Rome,in a relationship,upper secondary,retired,woman,cycling;yoga,native-born Italian,not applicable,high,88,moderate,34,moderate,38,high,72,moderate,34,upper secondary,master's degree,depressed,Hinduism,homosexual,You spend a few times monthly on social media
20260414_213341_d5d71e74_result.json,yes,298,yes,79,yes,con thinking,56,2,Bologna,married,lower secondary,unemployed,man,baking;classical music;videogames,native-born Italian,not applicable,high,85,high,93,low,27,low,21,low,29,upper secondary,primary school,normal,Islam,heterosexual,You spend several hours daily on social media
20260414_213341_ffc1cabc_result.json,yes,286,yes,61,yes,con thinking,79,0,Bologna,married,master's degree,retired,woman,volunteering;knitting;yoga,immigrant,not applicable,high,92,low,29,high,97,moderate,49,high,76,upper secondary,master's degree,normal,Hinduism,homosexual,You have no social media
20260414_213342_result.json,yes,376,yes,151,yes,con thinking,54,4,Bari,married,bachelor's degree,employed full-time,man,rock climbing;cooking;baking;birdwatching,native-born Italian,translator,high,90,high,85,high,85,moderate,56,high,82,master's degree,lower secondary,curious,Atheist,homosexual,You spend roughly one hour daily on social media
20260414_213348_c6d241d7_result.json,yes,293,yes,82,yes,con thinking,68,2,Naples,divorced,PhD,retired,man,classical music;cooking;running,native-born Italian,not applicable,high,92,moderate,39,moderate,58,moderate,58,low,21,primary school,bachelor's degree,curious,Christianity,heterosexual,You spend a few times monthly on social media
20260414_213350_result.json,yes,377,yes,253,yes,con thinking,89,2,Chicago,divorced,upper secondary,retired,genderfluid,knitting;hiking,native-born American,not applicable,moderate,36,high,91,moderate,51,high,77,moderate,64,lower secondary,bachelor's degree,creative,Atheist,heterosexual,You spend a few times monthly on social media
20260414_213351_result.json,yes,334,yes,78,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,
20260414_213354_37356324_result.json,yes,319,yes,107,yes,con thinking,24,2,Lecce,married,bachelor's degree,full-time student,man,cinema;painting;birdwatching,native-born Italian,not applicable,high,70,moderate,46,high,93,moderate,58,moderate,39,bachelor's degree,vocational diploma,curious,Atheist,heterosexual,You spend roughly one hour daily on social media
20260414_213354_415036c8_result.json,yes,290,yes,81,yes,con thinking,37,1,Lecce,married,bachelor's degree,employed part-time,transgender,volunteering;cycling;reading novels;board games;cooking,native-born Italian,translator,low,13,moderate,48,low,19,moderate,57,high,95,vocational diploma,no formal education,with good mental health,Islam,homosexual,You spend roughly a few times weekly on social media
20260414_213400_7eb9959a_result.json,yes,311,yes,90,yes,con thinking,74,3,Kansas City,married,bachelor's degree,retired,transgender,volunteering;yoga,native-born American,not applicable,moderate,40,high,89,high,79,moderate,34,moderate,61,master's degree,no formal education,anxious,Hinduism,heterosexual,You spend several hours daily on social media
20260414_213401_12f0c80a_result.json,yes,317,yes,68,yes,con thinking,19,0,New York,in a relationship,vocational diploma,employed part-time,woman,football (calcio);painting;cooking,native-born American,mechanic,high,67,moderate,64,moderate,47,moderate,36,low,9,primary school,primary school,creative,Islam,bisexual,You spend several hours daily on social media
20260414_213402_result.json,yes,317,yes,123,yes,con thinking,60,2,Philadelphia,divorced,master's degree,unemployed,man,rock climbing;baking;running;gardening,native-born American,not applicable,high,75,moderate,48,moderate,34,moderate,52,low,22,no formal education,bachelor's degree,with good mental health,Hinduism,bisexual,You spend roughly one hour daily on social media
20260414_213403_result.json,yes,371,yes,167,yes,con thinking,22,0,Los Angeles,single,bachelor's degree,part-time student,woman,classical music;hiking;rock climbing;cinema;painting,native-born American,school teacher,moderate,45,moderate,51,low,10,moderate,59,low,6,upper secondary,bachelor's degree,curious,Islam,bisexual,You spend a few times monthly on social media
20260414_213406_68d4277d_result.json,yes,318,yes,74,yes,con thinking,41,1,Philadelphia,single,upper secondary,employed full-time,man,reading novels;yoga;knitting;cooking,native-born American,barista,high,100,moderate,50,low,29,moderate,52,moderate,37,PhD,bachelor's degree,anxious,Christianity,bisexual,You spend roughly a few times weekly on social media
20260414_213408_e7dc7709_result.json,yes,315,yes,90,yes,con thinking,90,3,Naples,married,master's degree,retired,non-binary,photography;baking;volunteering;cooking,native-born Italian,not applicable,low,17,low,1,high,85,low,15,low,23,primary school,vocational diploma,creative,Christianity,heterosexual,You have no social media
20260414_213410_result.json,yes,133,yes,149,yes,con thinking,73,2,Philadelphia,married,upper secondary,retired,man,cinema;football (calcio);travel;hiking;birdwatching,immigrant,not applicable,high,100,high,77,moderate,60,moderate,62,moderate,62,primary school,upper secondary,depressed,Christianity,bisexual,You spend several hours daily on social media
20260414_213414_15e5a667_result.json,yes,285,yes,84,yes,con thinking,77,1,Kansas City,single,primary school,retired,man,videogames;knitting;reading novels,immigrant,not applicable,high,73,low,26,low,31,high,77,high,95,master's degree,lower secondary,anxious,Judaism,heterosexual,You have no social media
20260414_213418_27200bd9_result.json,yes,304,yes,78,yes,con thinking,20,0,Los Angeles,single,upper secondary,full-time student,man,running;cooking;videogames;baking;birdwatching,immigrant,not applicable,low,14,high,95,high,83,high,68,low,4,primary school,no formal education,normal,Islam,heterosexual,You spend a few times monthly on social media
20260414_213419_c9f56ccf_result.json,yes,292,yes,69,yes,con thinking,74,2,Kansas City,married,bachelor's degree,unemployed,man,birdwatching;cooking;yoga;volunteering,native-born American,not applicable,high,90,moderate,63,low,28,low,20,moderate,57,no formal education,bachelor's degree,with good mental health,Hinduism,asexual,You spend roughly one hour daily on social media
20260414_213420_result.json,yes,437,yes,199,yes,con thinking,61,1,Kansas City,divorced,upper secondary,self-employed,man,baking;photography;painting;reading novels,native-born American,retail worker,moderate,46,low,31,high,92,high,98,moderate,46,bachelor's degree,master's degree,anxious,Christianity,heterosexual,You have no social media
20260414_213424_7c1f8251_result.json,yes,387,yes,94,yes,con thinking,78,1,Rome,married,lower secondary,retired,genderqueer,reading novels;classical music;cinema;knitting;football (calcio),native-born Italian,not applicable,low,9,moderate,64,high,76,low,28,moderate,64,bachelor's degree,vocational diploma,anxious,Judaism,heterosexual,You have no social media
20260414_213424_result.json,yes,434,yes,137,yes,con thinking,34,1,Rome,single,upper secondary,employed full-time,man,painting;videogames;gardening;cooking;yoga,native-born Italian,cleaner,high,88,low,8,high,95,high,84,low,13,upper secondary,no formal education,depressed,Islam,heterosexual,You spend roughly a few times weekly on social media
20260414_213426_ab0d72d3_result.json,yes,298,yes,77,yes,con thinking,30,1,Los Angeles,married,lower secondary,employed full-time,woman,knitting;painting;cooking;photography;board games,native-born American,hairdresser,moderate,56,low,15,low,28,moderate,66,moderate,51,vocational diploma,no formal education,normal,Judaism,homosexual,You spend roughly one hour daily on social media
20260414_213428_fd0a5092_result.json,yes,315,yes,82,yes,con thinking,61,2,Washington DC,divorced,upper secondary,employed full-time,woman,board games;videogames,immigrant,mechanic,high,90,high,78,low,6,low,17,high,93,PhD,upper secondary,creative,Christianity,heterosexual,You have no social media
20260414_213432_72a68a51_result.json,yes,305,yes,74,yes,con thinking,30,2,New York,in a relationship,bachelor's degree,employed full-time,woman,running;volunteering;rock climbing;baking,native-born American,civil servant,high,76,low,12,low,14,moderate,38,low,7,PhD,bachelor's degree,creative,Buddhism,heterosexual,You spend a few times monthly on social media
20260414_213433_result.json,yes,390,yes,95,yes,con thinking,33,2,Washington DC,in a relationship,vocational diploma,self-employed,man,painting;cinema,native-born American,delivery driver,high,81,low,22,low,32,moderate,50,high,97,vocational diploma,no formal education,normal,Atheist,bisexual,You have no social media
20260414_213434_723c9ca6_result.json,yes,301,yes,83,yes,con thinking,48,1,Los Angeles,widowed,vocational diploma,employed full-time,transgender,baking;cooking,native-born American,cleaner,high,91,moderate,53,high,95,low,20,high,69,no formal education,lower secondary,normal,Buddhism,heterosexual,You spend roughly a few times weekly on social media
20260414_213434_result.json,yes,351,yes,98,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,
20260414_213439_ffc9c9ff_result.json,yes,274,yes,68,yes,con thinking,42,4,Washington DC,married,upper secondary,employed full-time,man,hiking;classical music;reading novels;travel;volunteering,native-born American,mechanic,moderate,43,low,22,low,25,low,26,low,24,bachelor's degree,bachelor's degree,with good mental health,Islam,heterosexual,You spend several hours daily on social media
20260414_213444_7e6aa7ea_result.json,yes,313,yes,72,yes,con thinking,31,3,Kansas City,in a relationship,upper secondary,employed part-time,man,birdwatching;volunteering,native-born American,waiter/waitress,low,2,moderate,34,high,98,moderate,35,low,16,vocational diploma,lower secondary,normal,Christianity,heterosexual,You spend roughly a few times weekly on social media
20260414_213445_result.json,yes,310,yes,143,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,
20260414_213449_result.json,yes,418,yes,239,yes,con thinking,43,1,Lecce,married,upper secondary,employed full-time,genderfluid,football (calcio);painting;yoga;rock climbing;board games,native-born Italian,carpenter,low,11,low,5,low,15,high,93,moderate,36,no formal education,primary school,anxious,Christianity,asexual,You spend roughly one hour daily on social media
20260414_213451_2857de9b_result.json,yes,298,yes,88,yes,con thinking,19,0,Washington DC,single,upper secondary,employed part-time,woman,gardening;classical music;cycling;knitting;yoga,native-born American,delivery driver,moderate,43,high,69,high,72,moderate,64,high,90,lower secondary,vocational diploma,depressed,Christianity,heterosexual,You spend several hours daily on social media
20260414_213452_083aacdb_result.json,yes,277,yes,88,yes,con thinking,37,1,Chicago,in a relationship,master's degree,employed full-time,woman,gardening;baking;videogames;yoga;reading novels,immigrant,accountant,high,77,high,88,low,12,high,89,moderate,38,vocational diploma,upper secondary,depressed,Christianity,heterosexual,You spend roughly one hour daily on social media
20260414_213456_74e307a5_result.json,yes,331,yes,76,yes,con thinking,22,0,Washington DC,single,lower secondary,employed part-time,non-binary,yoga;running;cinema,immigrant,retail worker,high,76,low,10,low,22,high,83,moderate,38,PhD,no formal education,normal,Judaism,heterosexual,You spend roughly a few times weekly on social media
20260414_213457_6b2eff7e_result.json,yes,311,yes,79,yes,con thinking,73,3,Philadelphia,in a relationship,bachelor's degree,retired,woman,travel;baking;knitting;board games,native-born American,not applicable,low,13,low,7,low,6,high,84,low,16,upper secondary,lower secondary,normal,Agnostic,heterosexual,You spend several hours daily on social media
20260414_213459_9b301c22_result.json,yes,294,yes,63,yes,con thinking,33,1,Los Angeles,in a relationship,upper secondary,employed part-time,man,videogames;reading novels;baking;running,native-born American,retail worker,moderate,59,high,93,low,27,moderate,47,moderate,63,no formal education,PhD,normal,Christianity,asexual,You spend roughly one hour daily on social media
20260414_213459_result.json,yes,367,yes,178,yes,con thinking,38,0,Milan,married,upper secondary,self-employed,woman,hiking;cinema;reading novels;rock climbing,immigrant,cleaner,moderate,59,high,79,low,21,low,4,high,78,lower secondary,bachelor's degree,with good mental health,Christianity,heterosexual,You spend roughly a few times weekly on social media
20260414_213501_result.json,yes,367,yes,164,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,
20260414_213506_1760998b_result.json,yes,312,yes,97,yes,con thinking,57,2,Philadelphia,married,vocational diploma,unemployed,woman,birdwatching;football (calcio);running,native-born American,not applicable,low,16,low,14,moderate,45,low,15,moderate,48,upper secondary,upper secondary,creative,Atheist,heterosexual,You spend roughly a few times weekly on social media
20260414_213510_0b909aad_result.json,yes,322,yes,77,yes,con thinking,88,0,Chicago,married,upper secondary,retired,woman,videogames;cinema;cycling,immigrant,not applicable,moderate,56,moderate,53,low,13,moderate,54,high,83,primary school,master's degree,anxious,Islam,heterosexual,You spend a few times monthly on social media
20260414_213512_565fa242_result.json,yes,280,yes,70,yes,con thinking,22,1,Lecce,in a relationship,bachelor's degree,employed full-time,woman,cycling;baking;gardening,native-born Italian,school teacher,moderate,41,low,6,moderate,33,high,89,low,1,upper secondary,upper secondary,depressed,Hinduism,asexual,You spend roughly one hour daily on social media
20260414_213513_result.json,yes,364,yes,196,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,
20260414_213514_result.json,yes,460,yes,151,yes,con thinking,64,1,Lecce,married,upper secondary,self-employed,man,yoga;cinema;classical music,native-born Italian,mechanic,moderate,35,high,76,low,22,moderate,42,moderate,65,upper secondary,vocational diploma,anxious,Islam,heterosexual,You spend roughly one hour daily on social media
20260414_213517_bf598a1d_result.json,yes,297,yes,83,yes,con thinking,54,0,Chicago,married,vocational diploma,employed part-time,woman,classical music;cinema,immigrant,fitness trainer,low,9,moderate,54,moderate,50,low,9,low,26,lower secondary,primary school,curious,Atheist,heterosexual,You spend several hours daily on social media
20260414_213519_eeeff864_result.json,yes,337,yes,105,yes,con thinking,21,0,Bari,single,upper secondary,part-time student,woman,cinema;baking;birdwatching;travel;cooking,native-born Italian,plumber,moderate,62,high,98,moderate,34,high,78,high,80,lower secondary,vocational diploma,depressed,Christianity,heterosexual,You have no social media
20260414_213523_ffabf83f_result.json,yes,316,yes,69,yes,con thinking,77,3,Los Angeles,in a relationship,master's degree,retired,genderqueer,birdwatching;videogames;hiking,immigrant,not applicable,low,6,low,23,moderate,58,moderate,36,moderate,60,upper secondary,vocational diploma,curious,Atheist,heterosexual,You spend several hours daily on social media
20260414_213525_47924437_result.json,yes,330,yes,96,yes,con thinking,57,2,Milan,married,upper secondary,unemployed,genderqueer,board games;volunteering,native-born Italian,not applicable,low,32,low,16,moderate,42,moderate,42,high,85,bachelor's degree,lower secondary,with good mental health,Hinduism,homosexual,You spend roughly a few times weekly on social media
20260414_213525_result.json,yes,341,yes,123,yes,con thinking,33,2,Kansas City,married,upper secondary,employed full-time,woman,photography;cycling,native-born American,delivery driver,moderate,50,moderate,55,low,23,high,78,high,98,PhD,PhD,anxious,Christianity,homosexual,You spend a few times monthly on social media
20260414_213526_289c7a98_result.json,yes,338,yes,68,yes,con thinking,89,1,Rome,single,vocational diploma,retired,genderqueer,travel;rock climbing;painting;football (calcio),immigrant,not applicable,moderate,65,low,25,moderate,50,low,12,low,32,vocational diploma,primary school,depressed,Agnostic,heterosexual,You spend roughly a few times weekly on social media
20260414_213529_result.json,yes,436,yes,198,yes,con thinking,21,0,Naples,single,upper secondary,full-time student,agender,classical music;board games;travel;photography;volunteering,native-born Italian,not applicable,low,7,low,4,low,23,high,72,high,83,primary school,lower secondary,anxious,Christianity,bisexual,You spend several hours daily on social media
20260414_213532_6ebd73b5_result.json,yes,312,yes,75,yes,con thinking,46,0,New York,married,lower secondary,unemployed,woman,hiking;yoga;reading novels;cinema,native-born American,not applicable,low,13,low,22,moderate,39,high,93,moderate,54,upper secondary,PhD,creative,Atheist,bisexual,You spend roughly a few times weekly on social media
20260414_213536_result.json,yes,428,yes,113,yes,con thinking,73,3,Los Angeles,married,upper secondary,retired,woman,running;board games;gardening;painting;videogames,native-born American,not applicable,moderate,48,moderate,61,low,3,high,95,low,10,primary school,lower secondary,curious,Hinduism,heterosexual,You spend several hours daily on social media
20260414_213537_c4fd958b_result.json,yes,282,yes,110,yes,con thinking,72,2,Los Angeles,married,lower secondary,retired,genderqueer,cinema;gardening;cooking;hiking;painting,native-born American,not applicable,low,11,high,70,high,96,low,30,low,18,PhD,master's degree,with good mental health,Agnostic,asexual,You have no social media
20260414_213537_d5c601e9_result.json,yes,318,yes,54,yes,con thinking,30,2,Los Angeles,married,upper secondary,unemployed,man,running;videogames,immigrant,not applicable,high,76,high,94,low,16,high,81,moderate,61,PhD,PhD,normal,Islam,bisexual,You spend roughly one hour daily on social media
20260414_213541_result.json,yes,398,yes,115,yes,con thinking,90,0,Bologna,married,vocational diploma,retired,woman,knitting;reading novels;painting;classical music;cinema,native-born Italian,not applicable,moderate,50,high,91,high,73,high,99,moderate,43,bachelor's degree,PhD,with good mental health,Islam,heterosexual,You have no social media
20260414_213542_f7b513e1_result.json,yes,320,yes,70,yes,con thinking,34,1,Philadelphia,married,vocational diploma,self-employed,man,birdwatching;cinema;videogames;baking;travel,native-born American,sales associate,moderate,35,high,67,low,14,moderate,60,low,12,lower secondary,primary school,normal,Islam,asexual,You spend a few times monthly on social media
20260414_213546_4d8a1db1_result.json,yes,322,yes,81,yes,con thinking,65,1,Chicago,married,upper secondary,employed part-time,woman,hiking;volunteering;running,native-born American,delivery driver,low,1,high,77,low,21,high,98,moderate,48,master's degree,PhD,anxious,Christianity,heterosexual,You spend several hours daily on social media
20260414_213546_ff1a2a2f_result.json,yes,289,yes,48,yes,con thinking,50,0,Los Angeles,single,upper secondary,unemployed,woman,baking;birdwatching;rock climbing;football (calcio),immigrant,not applicable,high,72,low,11,low,6,moderate,46,moderate,39,master's degree,PhD,curious,Islam,heterosexual,You spend a few times monthly on social media
20260414_213548_result.json,yes,365,yes,122,yes,con thinking,55,1,Rome,single,master's degree,employed part-time,man,classical music;travel;hiking;reading novels,native-born Italian,fitness trainer,moderate,46,high,89,high,80,low,1,low,24,upper secondary,upper secondary,anxious,Islam,homosexual,You have no social media
20260414_213549_dc15cd61_result.json,yes,295,yes,75,yes,con thinking,67,2,Washington DC,widowed,upper secondary,unemployed,woman,hiking;classical music,native-born American,not applicable,moderate,37,low,25,moderate,66,high,91,low,21,bachelor's degree,primary school,curious,Agnostic,homosexual,You have no social media
20260414_213552_result.json,yes,313,yes,128,yes,con thinking,,,,,,,,,,,,,,,,,,,,,,,,,,
20260414_213555_c2f0eb0d_result.json,yes,368,yes,87,yes,con thinking,90,2,Bari,widowed,upper secondary,retired,genderqueer,cooking;knitting;classical music;reading novels;gardening,native-born Italian,not applicable,moderate,52,low,3,high,74,high,90,high,88,primary school,upper secondary,anxious,Agnostic,heterosexual,You have no social media
20260414_213557_9193b4eb_result.json,yes,301,yes,97,yes,con thinking,75,1,Chicago,divorced,primary school,retired,woman,hiking;rock climbing;cycling;videogames;classical music,native-born American,not applicable,low,19,low,2,low,25,moderate,48,moderate,58,master's degree,PhD,normal,Christianity,heterosexual,You have no social media
20260414_213603_f4300dc4_result.json,yes,306,yes,71,yes,con thinking,56,3,Philadelphia,married,master's degree,full-time student,transgender,cycling;birdwatching;rock climbing;cooking,native-born American,not applicable,high,88,low,0,moderate,48,moderate,64,moderate,50,primary school,no formal education,creative,Atheist,bisexual,You spend roughly one hour daily on social media
20260414_213604_result.json,yes,380,yes,106,yes,con thinking,42,0,Chicago,single,upper secondary,employed full-time,woman,running;reading novels;birdwatching,native-born American,mechanic,low,4,moderate,66,low,23,high,81,low,14,master's degree,master's degree,normal,Hinduism,heterosexual,You have no social media
20260414_213605_b20a5757_result.json,yes,316,yes,97,yes,con thinking,51,0,Bologna,divorced,master's degree,employed full-time,genderqueer,volunteering;knitting;cinema,native-born Italian,carpenter,high,99,moderate,53,low,6,moderate,62,high,74,no formal education,PhD,with good mental health,Buddhism,heterosexual,You spend roughly a few times weekly on social media
20260414_213607_ddbdb0d4_result.json,yes,297,yes,66,yes,con thinking,67,1,Rome,single,lower secondary,self-employed,woman,gardening;running,native-born Italian,hairdresser,moderate,63,low,30,moderate,55,high,78,moderate,36,lower secondary,vocational diploma,creative,Hinduism,heterosexual,You spend roughly a few times weekly on social media
20260414_213608_result.json,yes,420,yes,204,yes,con thinking,65,2,Lecce,married,lower secondary,unemployed,woman,classical music;painting;cinema;yoga;knitting,native-born Italian,not applicable,high,88,low,12,high,100,high,92,low,2,vocational diploma,lower secondary,depressed,Atheist,heterosexual,You spend roughly a few times weekly on social media
20260414_213611_99886e58_result.json,yes,293,yes,76,yes,con thinking,45,3,Los Angeles,married,vocational diploma,self-employed,man,photography;running;hiking,native-born American,waiter/waitress,moderate,61,high,74,high,73,moderate,37,low,20,bachelor's degree,PhD,creative,Christianity,heterosexual,You spend a few times monthly on social media
20260414_213611_d4cf04db_result.json,yes,292,yes,77,yes,con thinking,25,0,Chicago,single,bachelor's degree,unemployed,non-binary,cycling;travel;yoga;birdwatching,immigrant,not applicable,high,71,moderate,62,low,9,moderate,35,moderate,34,primary school,vocational diploma,anxious,Christianity,heterosexual,You spend roughly a few times weekly on social media
20260414_213618_0bf2597c_result.json,yes,340,yes,75,yes,con thinking,50,1,Chicago,married,master's degree,employed full-time,transgender,baking;reading novels;knitting;videogames,native-born American,UX designer,high,82,high,85,low,24,moderate,35,high,86,lower secondary,PhD,normal,Islam,heterosexual,You spend a few times monthly on social media
20260414_213619_284eadb6_result.json,yes,284,yes,74,yes,con thinking,47,2,Bologna,married,bachelor's degree,employed full-time,man,reading novels;yoga,immigrant,school teacher,high,82,low,28,high,74,moderate,57,moderate,53,bachelor's degree,PhD,with good mental health,Christianity,heterosexual,You spend a few times monthly on social media
